1)  a, an indefinite article	1.	a, belirsiz bir makale	
		 	 	
				
2)	abandon v.	2.	v terk.	
		 	 	
				
3)	abandoned adj.	3.	Terk edilmiş sıf.	
		 	 	
				
4)	ability n.	4.	yetenek n.	
		 	 	
				
5)	able adj.	5.	mümkün sıf.	
		 	 	
				
6)	unable adj.	6.	yapamaz sıf.	
		 	 	
				
7)	about adv., prep.	7.	hakkında adv., hazırlık.	
		 	 	
				
8)	above prep., adv.	8.	prep üstünde., adv.	
		 	 	
				
9)	abroad adv.	9.	Yurt dışında adv.	
		 	 	
			
10) absence n.	10.	yokluğu n.	
448)	can modal v., n.	448.	v modal olabilir. n.	
		 	 	
				
449)	cannot	449.	Yapamam	
		 	 	
				
450)	could modal v.	450.	v modal olabilir.	
		 	 	
				
451)	cancel v.	451.	v iptal.	
		 	 	
				
452)	cancer n.	452.	Kanser n.	
		 	 	
				
453)	candidate n.	453.	Aday n.	
		 	 	
				
454)	candy n. (NAmE)	454.	şeker n. (isim)	
		 	 	
				
455)	cap n.	455.	cap n.	
		 	 	
				
456)	capable (of) adj.	456.	yetenekli (bir) sıf.	
		 	 	
				
457)	capacity n.	457.	kapasite n.	
		 	 	
				
458)	capital n., adj.	458.	Sermaye n., sıf.	
		 	 	
				
459)	captain n.	459.	Kaptan n.	
		 	 	
				
460)	capture v., n.	460.	v yakalamak., n.	
		 	 	
				
461)	car n.	461.	Araba n.	
		 	 	
				
462)	card n.	462.	Kart n.	
		 	 	
				
463)	cardboard n.	463.	karton n.	
		 	 	
				


464)	care n., v.	464.	n önemsiyorum., v.	
		 	 	
				
465)	take care (of)	465.	dikkat et)	
		 	 	
				
466)	care for	466.	bakmak	
		 	 	
				
467)	career n.	467.	kariyer n.	
		 	 	
				
468)	careful adj.	468.	Dikkatli sıf.	
		 	 	
				
469)	carefully adv.	469.	dikkatle adv.	
		 	 	
				
470)	careless adj.	470.	dikkatsiz sıf.	
		 	 	
				
471)	carelessly adv.	471.	dikkatsizce adv.	
		 	 	
				
472)	carpet n.	472.	Halı n.	
		 	 	
				
473)	carrot n.	473.	Havuç n.	
		 	 	
				
474)	carry v.	474.	v taşır.	
		 	 	
				
475)	case n.	475.	vaka n.	
		 	 	
				
476)	in case (of)	476.	durumda (arasında)	
		 	 	
				
477)	cash n.	477.	Nakit n.	
		 	 	
				
478)	cast v., n.	478.	v döküm., n.	
		 	 	
				
479)	castle n.	479.	kale n.	
		 	 	
				
480)	cat n.	480.	Kedi n.	
		 	 	
				
481)	catch v.	481.	yakalamak v.	
		 	 	
				
482)	category n.	482.	Kategori n.	
		 	 	
				
483)	cause n., v.	483.	n neden olur., v.	
		 	 	
				
484)	CD n.	484.	CD n.	
		 	 	
				
485)	cease v.	485.	v ateşkes.	
		 	 	
				
486)	ceiling n.	486.	Tavan n.	
		 	 	
				
487)	celebrate v.	487.	v kutluyoruz.	
		 	 	
				
488)	celebration n.	488.	kutlama n.	
		 	 	
				
489)	cell n.	489.	Hücre n.	
		 	 	
				
490)	cellphone (also cellular phone)	490.	cep	
		 	 	


n. (especially NAmE)	telefonu (aynı zamanda	
		cep telefonu) n. (özellikle isim)	
				
491)	cent n. (abbr. c, ct)	491.  yüzde n. (kısalt. c ct)	
		 	
				
492)	centimetre (BrE) (NAmE	492.  santimetre (BRE) (isim sa	
centimeter) n. (abbr. cm)	 	
 	ntimetre) n. (kısalt. cm)	
		 	
				
493)	central adj.	493.	merkezi sıf.	
		 	 	
				
494)	centre (BrE) (NAmE center) n.	494.  merkezi (BRE) (isim mer	
		 	
		kezi) n.	
				
495)	century n.	495.	yüzyıl n.	
		 	 	
				
496)	ceremony n.	496.	Tören n.	
		 	 	
				
497)	certain adj., pron.	497.	Belirli adj., zam.	
		 	 	
				
498)	certainly adv.	498.	Kesinlikle adv.	
		 	 	
				
499)	uncertain adj.	499.	belirsiz sıf.	
		 	 	
				
500)	certificate n.	500.	Sertifika n.	
		 	 	
				
501)	chain n., v.	501.	Zincir n., v.	
		 	 	
				
502)	chair n.	502.	Sandalye n.	
		 	 	
				
503)	chairman, chairwoman n.	503.	Başkan, başkan n.	
		 	 	
				
504)	challenge n., v.	504.	meydan n., v.	
		 	 	
				
505)	chamber n.	505.	kamara n.	
		 	 	
				
506)	chance n.	506.	şans n.	
		 	 	
				
507)	change v., n.	507.	v değiştirin., n.	
		 	 	
				
508)	channel n.	508.	Kanal n.	
		 	 	
				
509)	chapter n.	509.	bölüm n.	
		 	 	
				
510)	character n.	510.	karakter n.	
		 	 	
				
511)	characteristic adj., n.	511.	Karakteristik adj., n.	
		 	 	
				
512)	charge n., v.	512.  n şarj edin. v.	
		 	
				
513)	in charge of	513.	den sorumlu	
		 	 	
				
514)	charity n.	514.	sadaka n.	
		 	 	
				


515)	chart n., v.	515.	Grafik n., v.	
		 	 	
				
516)	chase v., n.	516.	v kovalamak., n.	
		 	 	
				
517)	chat v., n.	517.	v sohbet., n.	
		 	 	
				
518)	cheap adj.	518.	Ucuz sıf.	
		 	 	
				
519)	cheaply adv.	519.	ucuza adv.	
		 	 	
				
520)	cheat v., n.	520.	v hile., n.	
		 	 	
				
521)	check v., n.	521.	v kontrol edin. n.	
		 	 	
				
522)	cheek n.	522.	yanak n.	
		 	 	
				
523)	cheerful adj.	523.	neşeli sıf.	
		 	 	
				
524)	cheerfully adv.	524.	neşeyle adv.	
		 	 	
				
525)	cheese n.	525.	Peynir n.	
		 	 	
				
526)	chemical adj., n.	526.	Kimyasal sıf., n.	
		 	 	
				
527)	chemist n.	527.	kimyacı n.	
		 	 	
				
528)	chemist’s n. (BrE)	528.	chemistâ € ™ s n. (BRE)	
		 	 	
				
529)	chemistry n.	529.	kimya n.	
		 	 	
				
530)	cheque n. (BrE) (NAmE	530.	n	
check)		 	 	
 		kontrol edin. (BRE) (adını	
		 	
		denetleyin)	
				
531)	chest n.	531.	Göğüs n.	
		 	 	
				
532)	chew v.	532.	v çiğnemek.	
		 	 	
				
533)	chicken n.	533.	Tavuk n.	
		 	 	
				
534)	chief adj., n.	534.	Baş adj., n.	
		 	 	
				
535)	child n.	535.	Çocuk n.	
		 	 	
				
536)	chin n.	536.	çene n.	
		 	 	
				
537)	chip n.	537.	chip n.	
		 	 	
				
538)	chocolate n.	538.	çikolata n.	
		 	 	
				
539)	choice n.	539.	seçim n.	
		 	 	
				


540)	choose v.	540.	v seçin.	
		 	 	
				
541)	chop v.	541.	v doğrayın.	
		 	 	
				
542)	church n.	542.	Kilise n.	
		 	 	
				
543)	cigarette n.	543.	sigara n.	
		 	 	
				
544)	cinema n. (especially BrE)	544.	sinema n. (özellikle BRE)	
		 	 	
				
545)	circle n.	545.	daire n.	
		 	 	
				
546)	circumstance n.	546.	durum n.	
		 	 	
				
547)	citizen n.	547.	vatandaş n.	
		 	 	
				
548)	city n.	548.	Şehir n.	
		 	 	
				
549)	civil adj.	549.	Sivil sıf.	
		 	 	
				
550)	claim v., n.	550.	v iddia., n.	
		 	 	
				
551)	clap v., n.	551.	v alkış., n.	
		 	 	
				
552)	class n.	552.	sınıf n.	
		 	 	
				
553)	classic adj., n.	553.	Klasik adj., n.	
		 	 	
				
554)	classroom n.	554.	sınıf n.	
		 	 	
				
555)	clean adj., v.	555.	temiz sıf., v.	
		 	 	
				
556)	clear adj., v.	556.	açık adj., v.	
		 	 	
				
557)	clearly adv.	557.	açıkça adv.	
		 	 	
				
558)	clerk n.	558.	Katip n.	
		 	 	
				
559)	clever adj.	559.	zeki sıf.	
		 	 	
				
560)	click v., n.	560.	v tıklatın. n.	
		 	 	
				
561)	client n.	561.	İstemci n.	
		 	 	
				
562)	climate n.	562.	İklim n.	
		 	 	
				
563)	climb v.	563.	v tırmanmaya.	
		 	 	
				
564)	climbing n.	564.	n tırmanma.	
		 	 	
				
565)	clock n.	565.	Saat n.	
		 	 	
				


566)	close /kl??s, NAmE klo?s/ adj.	566.	yakın / kl ?? s, adı klo? s	
		 	 	
		/ adj.	
				
567)	closely adv.	567.	yakından adv.	
		 	 	
				
568)	close /kl??z, NAmE kl??z/ v.	568.	yakın / kl ?? z, adı kl ??	
		 	 	
		z / h.	
				
569)	closed adj.	569.	Kapalı sıf.	
		 	 	
				
570)	closet n. (especially NAmE)	570.	dolap n. (özellikle isim)	
		 	 	
				
571)	cloth n.	571.	bez n.	
		 	 	
				
572)	clothes n.	572.	giysi n.	
		 	 	
				
573)	clothing n.	573.	giyim n.	
		 	 	
				
574)	cloud n.	574.	bulut n.	
		 	 	
				
575)	club n.	575.	Kulüp n.	
		 	 	
				
576)	cm abbr.  centimetre	576.	kısalt cm.  santimetre	
		 	 	
				
577)	coach n.	577.	koç n.	
		 	 	
				
578)	coal n.	578.	Kömür n.	
		 	 	
				
579)	coast n.	579.	sahil n.	
		 	 	
				
580)	coat n.	580.	ceket n.	
		 	 	
				
581)	code n.	581.	Kod n.	
		 	 	
				
582)	coffee n.	582.	Kahve n.	
		 	 	
				
583)	coin n.	583.	sikke n.	
		 	 	
				
584)	cold adj., n.	584.	Soğuk adj., n.	
		 	 	
				
585)	coldly adv.	585.	soğuk adv.	
		 	 	
				
586)	collapse v., n.	586.	v daraltmak., n.	
		 	 	
				
587)	colleague n.	587.	meslektaş n.	
		 	 	
				
588)	collect v.	588.	v toplamak.	
		 	 	
				
589)	collection n.	589.	toplama n.	
		 	 	
				
590)	college n.	590.	kolej n.	
		 	 	
				
591)	colour (BrE) (NAmE color) n.,	591.	Renk (BRE) (isim rengi) n	
		 	 	
 

v.		., v.		
				
592)	coloured (BrE) (NAmE	592.  renkli (BRE) (isim renkli)	
colored) adj.	 	
 	sıf.		
		 		
				
593)	column n.	593.	Sütun n.	
		 	 	
				
594)	combination n.	594.	kombinasyon n.	
		 	 	
				
595)	combine v.	595.	v birleştirir.	
		 	 	
				
596)	come v.	596.	v gel.	
		 	 	
				
597)	comedy n.	597.	komedi n.	
		 	 	
				
598)	comfort n., v.	598.	Konfor n., v.	
		 	 	
				
599)	comfortable adj.	599.	rahat sıf.	
		 	 	
				
600)	comfortably adv.	600.	rahat adv.	
		 	 	
				
601)	uncomfortable adj.	601.	rahatsız sıf.	
		 	 	
				
602)	command v., n.	602.	Komut v. n.	
		 	 	
				
603)	comment n., v.	603.	n açıklama., v.	
		 	 	
				
604)	commercial adj.	604.	Ticari sıf.	
		 	 	
				
605)	commission n., v.	605.	komisyon n., v.	
		 	 	
				
606)	commit v.	606.	v işlemek.	
		 	 	
				
607)	commitment n.	607.	taahhüt n.	
		 	 	
				
608)	committee n.	608.	Komite n.	
		 	 	
				
609)	common adj.	609.	Ortak sıf.	
		 	 	
				
610)	in common	610.	ortak	
		 	 	
				
611)	commonly adv.	611.	yaygın adv.	
		 	 	
				
612)	communicate v.	612.	v iletişim kurar.	
		 	 	
				
613)	communication n.	613.	iletişim n.	
		 	 	
				
614)	community n.	614.	topluluk n.	
		 	 	
				
615)	company n.	615.	şirket n.	
		 	 	
				
616)	compare v.	616.	v karşılaştırın.	
		 	 	
				


617)	comparison n.	617.	Karşılaştırma n.	
		 	 	
				
618)	compete v.	618.	v yarışır.	
		 	 	
				
619)	competition n.	619.	Yarışma n.	
		 	 	
				
620)	competitive adj.	620.	Rekabetçi sıf.	
		 	 	
				
621)	complain v.	621.	v şikayetçi.	
		 	 	
				
622)	complaint n.	622.	Şikayet n.	
		 	 	
				
623)	complete adj., v.	623.	tam adj., v.	
		 	 	
				
624)	completely adv.	624.	Tamamen adv.	
		 	 	
				
625)	complex adj.	625.	Karmaşık sıf.	
		 	 	
				
626)	complicate v.	626.	v zorlaştırıyor.	
		 	 	
				
627)	complicated adj.	627.	Karmaşık sıf.	
		 	 	
				
628)	computer n.	628.	Bilgisayar n.	
		 	 	
				
629)	concentrate v.	629.	v konsantre.	
		 	 	
				
630)	concentration n.	630.	konsantrasyon, n.	
		 	 	
				
631)	concept n.	631.	kavram n.	
		 	 	
				
632)	concern v., n.	632.	endişe v. n.	
		 	 	
				
633)	concerned adj.	633.	İlgili sıf.	
		 	 	
				
634)	concerning prep.	634.	hazırlık konusunda.	
		 	 	
				
635)	concert n.	635.	Konser n.	
		 	 	
				
636)	conclude v.	636.	v sonuçlandırmak.	
		 	 	
				
637)	conclusion n.	637.	Sonuç n.	
		 	 	
				
638)	concrete adj., n.	638.	Beton adj., n.	
		 	 	
				
639)	condition n.	639.	koşul n.	
		 	 	
				
640)	conduct v., n.	640.	v yapıyoruz. n.	
		 	 	
				
641)	conference n.	641.	Konferans n.	
		 	 	
				
642)	confidence n.	642.	güven n.	
		 	 	
				


643)	confident adj.	643.	kendine güvenen sıf.	
		 	 	
				
644)	confidently adv.	644.	güvenle adv.	
		 	 	
				
645)	confine v.	645.	v sınırlandırmak.	
		 	 	
				
646)	confined adj.	646.	Kapalı sıf.	
		 	 	
				
647)	confirm v.	647.	v onaylayın.	
		 	 	
				
648)	conflict n., v.	648.	çatışma n., v.	
		 	 	
				
649)	confront v.	649.	v yüzleşmek.	
		 	 	
				
650)	confuse v.	650.	v karıştırmayın.	
		 	 	
				
651)	confusing adj.	651.	kafa karıştırıcı sıf.	
		 	 	
				
652)	confused adj.	652.	karışık sıf.	
		 	 	
				
653)	confusion n.	653.	karışıklık n.	
		 	 	
				
654)	congratulations n.	654.	tebrikler n.	
		 	 	
				
655)	congress n.	655.	Kongre n.	
		 	 	
				
656)	connect v.	656.	v bağlayın.	
		 	 	
				
657)	connection n.	657.	Bağlantı n.	
		 	 	
				
658)	conscious adj.	658.	bilinçli sıf.	
		 	 	
				
659)	unconscious adj.	659.	bilinçsiz sıf.	
		 	 	
				
660)	consequence n.	660.	sonucu n.	
		 	 	
				
661)	conservative adj.	661.	muhafazakar sıf.	
		 	 	
				
662)	consider v.	662.	v düşünün.	
		 	 	
				
663)	considerable adj.	663.	önemli sıf.	
		 	 	
				
664)	considerably adv.	664.	önemli adv.	
		 	 	
				
665)	consideration n.	665.	dikkate n.	
		 	 	
				
666)	consist of v.	666.	v oluşur.	
		 	 	
				
667)	constant adj.	667.	sürekli sıf.	
		 	 	
				
668)	constantly adv.	668.	Sürekli adv.	
		 	 	
				


669)	construct v.	669.	v yaparız.	
		 	 	
				
670)	construction n.	670.	İnşaat n.	
		 	 	
				
671)	consult v.	671.	v danışın.	
		 	 	
				
672)	consumer n.	672.	Tüketici n.	
		 	 	
				
673)	contact n., v.	673.	iletişim n., v.	
		 	 	
				
674)	contain v.	674.	v içerir.	
		 	 	
				
675)	container n.	675.	konteyner n.	
		 	 	
				
676)	contemporary adj.	676.	Çağdaş sıf.	
		 	 	
				
677)	content n.	677.	İçerik n.	
		 	 	
				
678)	contest n.	678.	Yarışma n.	
		 	 	
				
679)	context n.	679.	Bağlam n.	
		 	 	
				
680)	continent n.	680.	kıta n.	
		 	 	
				
681)	continue v.	681.	v devam ediyor.	
		 	 	
				
682)	continuous adj.	682.	Sürekli sıf.	
		 	 	
				
683)	continuously adv.	683.	Sürekli adv.	
		 	 	
				
684)	contract n., v.	684.	Sözleşme n., v.	
		 	 	
				
685)	contrast n., v.	685.	n kontrast., v.	
		 	 	
				
686)	contrasting adj.	686.	adj zıt.	
		 	 	
				
687)	contribute v.	687.	v katkıda bulunur.	
		 	 	
				
688)	contribution n.	688.	katkı n.	
		 	 	
				
689)	control n., v.	689.	Kontrol n., v.	
		 	 	
				
690)	in control (of)	690.	kontrol (arasında)	
		 	 	
				
691)	under control	691.	kontrol altında	
		 	 	
				
692)	controlled adj.	692.	Kontrollü sıf.	
		 	 	
				
693)	uncontrolled adj.	693.	kontrolsüz sıf.	
		 	 	
				
694)	convenient adj.	694.	uygun sıf.	
		 	 	
				


695)	convention n.	695.	Kongre n.	
		 	 	
				
696)	conventional adj.	696.	Geleneksel sıf.	
		 	 	
				
697)	conversation n.	697.	konuşma n.	
		 	 	
				
698)	convert v.	698.	v dönüştürün.	
		 	 	
				
699)	convince v.	699.	v ikna.	
		 	 	
				
700)	cook v., n.	700.	v pişirin., n.	
		 	 	
				
701)	cooking n.	701.	n pişirme.	
		 	 	
				
702)	cooker n. (BrE)	702.	ocak n. (BRE)	
		 	 	
				
703)	cookie n. (especially NAmE)	703.	Çerez n. (özellikle isim)	
		 	 	
				
704)	cool adj., v.	704.	Serin adj., v.	
		 	 	
				
705)	cope (with) v.	705.	v (ile) başa.	
		 	 	
				
706)	copy n., v.	706.	Kopya n., v.	
		 	 	
				
707)	core n.	707.	Çekirdek n.	
		 	 	
				
708)	corner n.	708.	Köşe n.	
		 	 	
				
709)	correct adj., v.	709.	Doğru adj., v.	
		 	 	
				
710)	correctly adv.	710.	Doğru adv.	
		 	 	
				
711)	cost n., v.	711.	Maliyet n., v.	
		 	 	
				
712)	cottage n.	712.	yazlık n.	
		 	 	
				
713)	cotton n.	713.	Pamuk n.	
		 	 	
				
714)	cough v., n.	714.	v öksürük., n.	
		 	 	
				
715)	coughing n.	715.	n öksürük.	
		 	 	
				
716)	could  can	716.	olabilir  kutu	
		 	 	
				
717)	council n.	717.	Konsey n.	
		 	 	
				
718)	count v.	718.	v saymak.	
		 	 	
				
719)	counter n.	719.	Sayaç n.	
		 	 	
				
720)	country n.	720.	ülke n.	
		 	 	
				
 

721)	countryside n.	721.	kırsal n.	
		 	 	
				
722)	county n.	722.	ilçe n.	
		 	 	
				
723)	couple n.	723.	çift n.	
		 	 	
				
724)	a couple	724.	bir çift	
		 	 	
				
725)	courage n.	725.	cesaret n.	
		 	 	
				
726)	course n.	726.	Elbette n.	
		 	 	
				
727)	of course	727.	Tabi	
		 	 	
				
728)	court n.	728.	Mahkeme n.	
		 	 	
				
729)	cousin n.	729.	kuzen n.	
		 	 	
				
730)	cover v., n.	730.	v kapsamaktadır. n.	
		 	 	
				
731)	covered adj.	731.	kapalı sıf.	
		 	 	
				
732)	covering n.	732.	n kapsayan.	
		 	 	
				
733)	cow n.	733.	inek n.	
		 	 	
				
734)	crack n., v.	734.	n çatlak., v.	
		 	 	
				
735)	cracked adj.	735.	kırık sıf.	
		 	 	
				
736)	craft n.	736.	zanaat n.	
		 	 	
				
737)	crash n., v.	737.	crash n., v.	
		 	 	
				
738)	crazy adj.	738.	çılgın sıf.	
		 	 	
				
739)	cream n., adj.	739.	krem n., sıf.	
		 	 	
				
740)	create v.	740.	v oluşturun.	
		 	 	
				
741)	creature n.	741.	yaratık n.	
		 	 	
				
742)	credit n.	742.	Kredi n.	
		 	 	
				
743)	credit card n.	743.	Kredi kartı n.	
		 	 	
				
744)	crime n.	744.	Suç n.	
		 	 	
				
745)	criminal adj., n.	745.	Ceza adj., n.	
		 	 	
				
746)	crisis n.	746.	Kriz n.	
		 	 	
				


747)	crisp adj.	747.	gevrek sıf.	
		 	 	
				
748)	criterion n.	748.	kriter n.	
		 	 	
				
749)	critical adj.	749.	Kritik sıf.	
		 	 	
				
750)	criticism n.	750.	eleştiri n.	
		 	 	
				
751)	criticize (BrE also -ise) v.	751.	eleştirmek (BRE da -	
		 	 	
		ise) v.		
				
752)	crop n.	752.	kırpma n.	
		 	 	
				
753)	cross n., v.	753.	Çapraz n., v.	
		 	 	
				
754)	crowd n.	754.	kalabalık n.	
		 	 	
				
755)	crowded adj.	755.	kalabalık sıf.	
		 	 	
				
756)	crown n.	756.	taç n.	
		 	 	
				
757)	crucial adj.	757.	önemli sıf.	
		 	 	
				
758)	cruel adj.	758.	zalim sıf.	
		 	 	
				
759)	crush v.	759.	v ezmek.	
		 	 	
				
760)	cry v., n.	760.	v ağlamaya., n.	
		 	 	
				
761)	ct abbr.  cent	761.	ct kısalt.  sent	
		 	 	
				
762)	cultural adj.	762.	Kültürel sıf.	
		 	 	
				
763)	culture n.	763.	Kültür n.	
		 	 	
				
764)	cup n.	764.	fincan n.	
		 	 	
				
765)	cupboard n.	765.	dolap n.	
		 	 	
				
766)	curb v.	766.	v frenlemek.	
		 	 	
				
767)	cure v., n.	767.	v tedavi., n.	
		 	 	
				
768)	curious adj.	768.	meraklı sıf.	
		 	 	
				
769)	curiously adv.	769.	merakla adv.	
		 	 	
				
770)	curl v., n.	770.	kıvrılma v. n.	
		 	 	
				
771)	curly adj.	771.	kıvırcık sıf.	
		 	 	
				
772)	current adj., n.	772.	Geçerli adj., n.	
		 	 	
				
 

773)	currently adv.	773.	Şu anda adv.	
		 	 	
				
774)	curtain n.	774.	perde n.	
		 	 	
				
775)	curve n., v.	775.	eğri n., v.	
		 	 	
				
776)	curved adj.	776.	Kavisli sıf.	
		 	 	
				
777)	custom n.	777.	Özel n.	
		 	 	
				
778)	customer n.	778.	Müşteri n.	
		 	 	
				
779)	customs n.	779.	Gümrük n.	
		 	 	
				
780)	cut v., n.	780.	v kesti., n.	
		 	 	
				
781)	cycle n., v.	781.	çevrim n., v.	
		 	 	
				
782)	cycling n.	782.	bisiklet n.	
		 	 	
				
783)	dad n.	783.	baba n.	
		 	 	
				
784)	daily adj.	784.	Günlük sıf.	
		 	 	
				
785)	damage n., v.	785.	Hasar n., v.	
		 	 	
				
786)	damp adj.	786.	Nemli sıf.	
		 	 	
				
787)	dance n., v.	787.	Dans n., v.	
		 	 	
				
788)	dancing n.	788.	n dans.	
		 	 	
				
789)	dancer n.	789.	dansçı n.	
		 	 	
				
790)	danger n.	790.	tehlike n.	
		 	 	
				
791)	dangerous adj.	791.	Tehlikeli sıf.	
		 	 	
				
792)	dare v.	792.	v cesaret.	
		 	 	
				
793)	dark adj., n.	793.	Karanlık adj., n.	
		 	 	
				
794)	data n.	794.	Veri n.	
		 	 	
				
795)	date n., v.	795.	Tarih n., v.	
		 	 	
				
796)	daughter n.	796.	kızı n.	
		 	 	
				
797)	day n.	797.	gün n.	
		 	 	
				
798)	dead adj.	798.	Ölü sıf.	
		 	 	
				


799)	deaf adj.	799.	sağır sıf.	
		 	 	
				
800)	deal v., n.	800.	v anlaşma., n.	
		 	 	
				
801)	deal with	801.	uğraşmak	
		 	 	
				
802)	dear adj.	802.	sevgili sıf.	
		 	 	
				
803)	death n.	803.	Ölüm n.	
		 	 	
				
804)	debate n., v.	804.	n tartışır., v.	
		 	 	
				
805)	debt n.	805.	Borç n.	
		 	 	
				
806)	decade n.	806.	on n.	
		 	 	
				
807)	decay n., v.	807.	çürüme n., v.	
		 	 	
				
808)	December n. (abbr. Dec.)	808.	Aralık n. (Kısalt. Aralık)	
		 	 	
				
809)	decide v.	809.	v karar verin.	
		 	 	
				
810)	decision n.	810.	Karar n.	
		 	 	
				
811)	declare v.	811.	v beyan ederim.	
		 	 	
				
812)	decline n., v.	812.	n reddedin., v.	
		 	 	
				
813)	decorate v.	813.	v süsleyin.	
		 	 	
				
814)	decoration n.	814.	dekorasyon n.	
		 	 	
				
815)	decorative adj.	815.	dekoratif sıf.	
		 	 	
				
816)	decrease v., n.	816.	v azaltmak., n.	
		 	 	
				
817)	deep adj., adv.	817.	Derin adj., adv.	
		 	 	
				
818)	deeply adv.	818.	derinden adv.	
		 	 	
				
819)	defeat v., n.	819.	v yenilgi., n.	
		 	 	
				
820)	defence (BrE) (NAmE defense)	820.	Savunma (BRE) (isim sav	
n.		 	 	
 		unma) n.	
		 	
				
821)	defend v.	821.	v savunmak.	
		 	 	
				
822)	define v.	822.	v tanımlar.	
		 	 	
				
823)	definite adj.	823.	Kesin sıf.	
		 	 	
				
824)	definitely adv.	824.	Kesinlikle adv.	
		 	 	
				


825)	definition n.	825.	tanım n.	
		 	 	
				
826)	degree n.	826.	derecesi n.	
		 	 	
				
827)	delay n., v.	827.	n geciktirir., v.	
		 	 	
				
828)	deliberate adj.	828.	kasıtlı sıf.	
		 	 	
				
829)	deliberately adv.	829.	kasten adv.	
		 	 	
				
830)	delicate adj.	830.	narin sıf.	
		 	 	
				
831)	delight n., v.	831.	lokum n., v.	
		 	 	
				
832)	delighted adj.	832.	mutlu sıf.	
		 	 	
				
833)	deliver v.	833.	v teslim.	
		 	 	
				
834)	delivery n.	834.	Teslimat n.	
		 	 	
				
835)	demand n., v.	835.	Talep n., v.	
		 	 	
				
836)	demonstrate v.	836.	v göstermektedir.	
		 	 	
				
837)	dentist n.	837.	Diş hekimi n.	
		 	 	
				
838)	deny v.	838.	v inkar.	
		 	 	
				
839)	department n.	839.	department n.	
		 	 	
				
840)	departure n.	840.	kalkış n.	
		 	 	
				
841)	depend (on) v.	841.	v (on) bağlıdır.	
		 	 	
				
842)	deposit n., v.	842.	mevduat n., v.	
		 	 	
				
843)	depress v.	843.	v bastırın.	
		 	 	
				
844)	depressing adj.	844.	karartıcı sıf.	
		 	 	
				
845)	depressed adj.	845.	depresif sıf.	
		 	 	
				
846)	depth n.	846.	Derinlik n.	
		 	 	
				
847)	derive v.	847.	v türetmek.	
		 	 	
				
848)	describe v.	848.	v tarif eder.	
		 	 	
				
849)	description n.	849.	açıklama n.	
		 	 	
				
850)	desert n., v.	850.	Çöl n., v.	
		 	 	
				


851)	deserted adj.	851.	ıssız sıf.	
		 	 	
				
852)	deserve v.	852.	v hak ediyor.	
		 	 	
				
853)	design n., v.	853.	Tasarım n., v.	
		 	 	
				
854)	desire n., v.	854.	n arzusu., v.	
		 	 	
				
855)	desk n.	855.	Resepsiyon n.	
		 	 	
				
856)	desperate adj.	856.	Umutsuz sıf.	
		 	 	
				
857)	desperately adv.	857.	umutsuzca adv.	
		 	 	
				
858)	despite prep.	858.	hazırlık rağmen.	
		 	 	
				
859)	destroy v.	859.	v yok.	
		 	 	
				
860)	destruction n.	860.	imha n.	
		 	 	
				
861)	detail n.	861.	detay n.	
		 	 	
				
862)	in detail	862.	detayda	
		 	 	
				
863)	detailed adj.	863.	Ayrıntılı sıf.	
		 	 	
				
864)	determination n.	864.	belirleme n.	
		 	 	
				
865)	determine v.	865.	v belirler.	
		 	 	
				
866)	determined adj.	866.	Belirlenen sıf.	
		 	 	
				
867)	develop v.	867.	v gelişir.	
		 	 	
				
868)	development n.	868.	kalkınma n.	
		 	 	
				
869)	device n.	869.	Cihaz n.	
		 	 	
				
870)	devote v.	870.	v adamak.	
		 	 	
				
871)	devoted adj.	871.	sadık sıf.	
		 	 	
				
872)	diagram n.	872.	diyagram n.	
		 	 	
				
873)	diamond n.	873.	elmas n.	
		 	 	
				
874)	diary n.	874.	günlük n.	
		 	 	
				
875)	dictionary n.	875.	Sözlük n.	
		 	 	
				
876)	die v.	876.	v ölür.	
		 	 	
				


877)	dying adj.	877.	adj ölüyor.	
		 	 	
				
878)	diet n.	878.	Diyet n.	
		 	 	
				
879)	difference n.	879.	Fark n.	
		 	 	
				
880)	different adj.	880.	Farklı sıf.	
		 	 	
				
881)	differently adv.	881.	farklı adv.	
		 	 	
				
882)	difficult adj.	882.	Zor sıf.	
		 	 	
				
883)	difficulty n.	883.	Zorluk n.	
		 	 	
				
884)	dig v.	884.	v kazmak.	
		 	 	
				
885)	dinner n.	885.	Akşam yemeği n.	
		 	 	
				
886)	direct adj., v.	886.	Doğrudan adj., v.	
		 	 	
				
887)	directly adv.	887.	doğrudan adv.	
		 	 	
				
888)	direction n.	888.	yön n.	
		 	 	
				
889)	director n.	889.	Yönetmen n.	
		 	 	
				
890)	dirt n.	890.	kir n.	
		 	 	
				
891)	dirty adj.	891.	Kirli sıf.	
		 	 	
				
892)	disabled adj.	892.	Özürlü sıf.	
		 	 	
				
893)	disadvantage n.	893.	Dezavantajı n.	
		 	 	
				
894)	disagree v.	894.	v katılmıyorum.	
		 	 	
				
895)	disagreement n.	895.	anlaşmazlık n.	
		 	 	
				
896)	disappear v.	896.	v kaybolur.	
		 	 	
				
897)	disappoint v.	897.	v hayal kırıklığı.	
		 	 	
				
898)	disappointing adj.	898.	hayal kırıklığı sıf.	
		 	 	
				
899)	disappointed adj.	899.	hayal kırıklığına sıf.	
		 	 	
				
